,status,age_group,education,industry,location,ai_risk,monthly_salary_(inr),date_recorded
860,0,18-24,bachelor,tech,urban,low,40700.0,2025-05-10
861,0,25-34,bachelor,health,urban,high,110600.0,2025-05-11
862,0,18-24,master,finance,suburban,low,112400.0,2025-05-12
863,0,25-34,phd,education,urban,low,112400.0,2025-05-13
864,1,18-24,phd,education,urban,medium,73952.17391304347,2025-05-14
865,0,18-24,master, fintech,urban,low,105700.0,2025-05-15
866,0,25-34,phd,education,urban,low,42200.0,2025-05-16
867,1,18-24,phd,education,urban,medium,88300.0,2025-05-17
868,0,25-34,diploma,health,urban,medium,68600.0,2025-05-18
869,1,25-34,high_school,retail,suburban,high,53800.0,2025-05-19
870,1,55-65,diploma,health,urban,high,102000.0,2025-05-20
871,0,55-65,bachelor,health,urban,low,40700.0,2025-05-21
872,1,35-44,high_school,finance,rural,low,76550.0,2025-05-22
873,1,18-24,bachelor, fintech,suburban,high,112400.0,2025-05-23
874,1,45-54,bachelor, fintech,urban,low,40700.0,2025-05-24
875,0,35-44,high_school, fintech,urban,low,105900.0,2025-05-25
876,0,18-24,phd, fintech,urban,low,91400.0,2025-05-26
877,1,55-65,bachelor,education,urban,high,80800.0,2025-05-27
878,1,55-65,bachelor,health,urban,low,43200.0,2025-05-28
879,1,35-44,bachelor,retail,suburban,low,77600.0,2025-05-29
880,1,25-34,high_school, fintech,urban,high,94100.0,2025-05-30
881,1,25-34,high_school,health,urban,high,40700.0,2025-05-31
882,0,25-34,bachelor,retail,urban,high,46400.0,2025-06-01
883,0,25-34,phd,tech,rural,low,112400.0,2025-06-02
884,0,45-54,bachelor,health,urban,low,56000.0,2025-06-03
885,1,45-54,high_school,retail,urban,medium,73500.0,2025-06-04
886,0,35-44,master,finance,urban,low,108400.0,2025-06-05
887,1,25-34,bachelor,retail,urban,medium,79300.0,2025-06-06
888,0,45-54,bachelor,retail,urban,medium,40700.0,2025-06-07
889,1,18-24,bachelor,health,rural,high,61206.666666666664,2025-06-08
890,1,18-24,bachelor,health,urban,medium,69700.0,2025-06-09
891,0,18-24,high_school,finance,suburban,low,40700.0,2025-06-10
892,0,18-24,phd,tech ,rural,high,40700.0,2025-06-11
893,1,35-44,bachelor,health,urban,high,82858.97435897436,2025-06-12
894,1,35-44,high_school,retail,urban,high,73565.5172413793,2025-06-13
895,0,55-65,master,retail,urban,high,112400.0,2025-06-14
896,1,45-54,master,tech,urban,medium,112400.0,2025-06-15
897,0,55-65,master,health,suburban,low,40700.0,2025-06-16
898,0,45-54,master, fintech,urban,medium,43400.0,2025-06-17
899,0,25-34,diploma,retail,urban,low,112400.0,2025-06-18
900,1,25-34,diploma,health,urban,medium,82400.0,2025-06-19
901,1,25-34,bachelor, fintech,urban,low,40700.0,2025-06-20
902,1,45-54,bachelor,finance,suburban,high,72700.0,2025-06-21
903,0,18-24,bachelor,finance,suburban,high,71300.0,2025-06-22
904,0,55-65,master,retail,suburban,low,87600.0,2025-06-23
905,1,18-24,phd, fintech,urban,low,112400.0,2025-06-24
906,0,45-54,phd,health,urban,high,102100.0,2025-06-25
907,1,45-54,bachelor, fintech,urban,medium,74234.88372093023,2025-06-26
908,1,25-34,phd,finance,rural,medium,73450.0,2025-06-27
909,1,55-65,high_school,retail,urban,high,107900.0,2025-06-28
910,0,25-34,master,retail,urban,high,40700.0,2025-06-29
911,1,25-34,bachelor,health,urban,medium,82858.97435897436,2025-06-30
912,0,18-24,master, fintech,urban,low,43700.0,2025-07-01
913,1,25-34,diploma,tech ,urban,low,70600.0,2025-07-02
914,1,35-44,diploma,health,urban,medium,112400.0,2025-07-03
915,1,25-34,diploma,finance,urban,high,40700.0,2025-07-04
916,0,55-65,diploma,health,urban,low,40700.0,2025-07-05
917,1,18-24,master,finance,rural,high,40700.0,2025-07-06
918,1,35-44,phd,retail,suburban,high,60700.0,2025-07-07
919,1,45-54,master,finance,urban,high,81670.58823529411,2025-07-08
920,1,55-65,bachelor,education,urban,high,64847.619047619046,2025-07-09
921,1,45-54,phd,health,urban,medium,112400.0,2025-07-10
922,0,18-24,bachelor,retail,urban,high,74708.33333333333,2025-07-11
923,1,25-34,high_school,retail,urban,medium,40700.0,2025-07-12
924,0,55-65,bachelor, fintech,urban,medium,112400.0,2025-07-13
925,1,25-34,bachelor,retail,urban,medium,107400.0,2025-07-14
926,1,45-54,bachelor, fintech,urban,high,52600.0,2025-07-15
927,1,45-54,bachelor, fintech,urban,medium,40700.0,2025-07-16
928,1,55-65,master,retail,urban,low,78984.21052631579,2025-07-17
929,0,25-34,high_school,tech,urban,low,69684.0,2025-07-18
930,0,35-44,bachelor,education,urban,medium,78600.0,2025-07-19
931,0,55-65,bachelor,retail,urban,high,47600.0,2025-07-20
932,1,35-44,phd,tech,suburban,high,56200.0,2025-07-21
933,1,35-44,bachelor,retail,suburban,high,56700.0,2025-07-22
934,0,25-34,phd,retail,rural,low,40700.0,2025-07-23
935,0,35-44,bachelor,retail,urban,high,112400.0,2025-07-24
936,1,35-44,phd,finance,urban,high,41900.0,2025-07-25
937,0,18-24,phd,health,urban,high,40700.0,2025-07-26
938,0,35-44,phd,retail,urban,medium,41800.0,2025-07-27
939,1,35-44,diploma,retail,rural,high,112400.0,2025-07-28
940,1,25-34,high_school,retail,urban,low,112400.0,2025-07-29
941,1,45-54,phd, fintech,urban,low,110600.0,2025-07-30
942,0,18-24,bachelor,retail,urban,high,94400.0,2025-07-31
943,0,18-24,bachelor,health,urban,medium,81600.0,2025-08-01
944,1,18-24,bachelor,finance,urban,high,112400.0,2025-08-02
945,1,25-34,bachelor,health,urban,medium,112400.0,2025-08-03
946,1,55-65,master,health,urban,low,112400.0,2025-08-04
947,1,18-24,high_school,health,urban,low,108300.0,2025-08-05
948,0,25-34,high_school,tech ,urban,low,64500.0,2025-08-06
949,0,18-24,phd,retail,urban,low,71300.0,2025-08-07
950,0,55-65,phd,tech ,urban,high,69400.0,2025-08-08
951,1,35-44,master, fintech,urban,medium,92500.0,2025-08-09
952,0,18-24,high_school, fintech,suburban,high,112400.0,2025-08-10
953,1,35-44,high_school,retail,urban,high,40700.0,2025-08-11
954,1,18-24,master,health,urban,medium,98700.0,2025-08-12
955,1,45-54,high_school, fintech,rural,medium,67400.0,2025-08-13
956,1,25-34,phd,tech,urban,low,112400.0,2025-08-14
957,0,18-24,diploma,retail,urban,low,40700.0,2025-08-15
958,0,18-24,bachelor,retail,urban,high,74708.33333333333,2025-08-16
959,1,55-65,master,retail,suburban,high,84861.53846153847,2025-08-17
960,1,18-24,high_school,retail,urban,high,90000.0,2025-08-18
961,0,25-34,master,retail,suburban,medium,60800.0,2025-08-19
962,0,18-24,master, fintech,urban,high,55300.0,2025-08-20
963,0,25-34,bachelor,health,urban,medium,40700.0,2025-08-21
964,0,25-34,phd,health,urban,high,40700.0,2025-08-22
965,0,25-34,bachelor,health,urban,low,112400.0,2025-08-23
966,1,18-24,phd,education,urban,medium,57300.0,2025-08-24
967,0,25-34,master,retail,rural,low,112400.0,2025-08-25
968,1,18-24,diploma,retail,suburban,high,40700.0,2025-08-26
969,1,18-24,diploma,health,urban,low,75376.19047619047,2025-08-27
970,0,25-34,phd,health,rural,low,112400.0,2025-08-28
971,0,55-65,high_school,health,urban,low,80530.0,2025-08-29
972,0,25-34,bachelor,finance,urban,low,72200.0,2025-08-30
973,0,25-34,bachelor,education,urban,high,40700.0,2025-08-31
974,0,18-24,phd,health,urban,high,112400.0,2025-09-01
975,1,55-65,diploma,retail,urban,medium,112400.0,2025-09-02
976,1,25-34,master,health,rural,low,40700.0,2025-09-03
977,1,35-44,bachelor,retail,urban,low,74708.33333333333,2025-09-04
978,0,18-24,bachelor,health,urban,high,47100.0,2025-09-05
979,1,45-54,master,tech ,urban,medium,67909.09090909091,2025-09-06
980,1,18-24,phd,tech,urban,high,40700.0,2025-09-07
981,0,18-24,high_school,tech,urban,medium,89900.0,2025-09-08
982,1,18-24,bachelor,education,urban,high,112400.0,2025-09-09
983,0,18-24,master, fintech,suburban,medium,105900.0,2025-09-10
984,0,45-54,phd,tech ,urban,high,40700.0,2025-09-11
985,1,55-65,phd,education,urban,high,66800.0,2025-09-12
986,0,25-34,diploma,retail,rural,low,70600.0,2025-09-13
987,0,35-44,high_school,education,urban,high,112400.0,2025-09-14
988,1,35-44,phd,retail,urban,high,51800.0,2025-09-15
989,1,25-34,master,health,urban,medium,112400.0,2025-09-16
990,1,18-24,high_school,health,urban,low,40700.0,2025-09-17
991,1,18-24,phd,health,urban,medium,112300.0,2025-09-18
992,1,18-24,high_school,retail,rural,high,40700.0,2025-09-19
993,1,18-24,phd,education,urban,low,67300.0,2025-09-20
994,0,55-65,master,retail,urban,medium,107800.0,2025-09-21
995,0,25-34,bachelor,education,rural,low,112400.0,2025-09-22
996,0,25-34,bachelor, fintech,urban,medium,112400.0,2025-09-23
997,1,18-24,diploma,health,suburban,high,88500.0,2025-09-24
998,1,18-24,phd,finance,urban,medium,112400.0,2025-09-25
999,0,55-65,phd,education,rural,medium,112100.0,2025-09-26
1000,0,45-54,diploma, fintech,suburban,high,112400.0,2025-09-27
1001,1,18-24,phd,tech,urban,low,112400.0,2025-09-28
1002,0,18-24,high_school,education,suburban,high,40700.0,2025-09-29
1003,0,18-24,master,retail,urban,high,78984.21052631579,2025-09-30
1004,1,18-24,high_school,finance,urban,high,112400.0,2025-10-01
1005,1,18-24,bachelor,education,urban,low,40700.0,2025-10-02
1006,0,18-24,high_school,retail,urban,high,112400.0,2025-10-03
1007,0,25-34,bachelor,health,urban,medium,112400.0,2025-10-04
1008,0,18-24,high_school, fintech,suburban,low,65700.0,2025-10-05
1009,1,25-34,master,education,urban,medium,83918.75,2025-10-06
1010,1,18-24,bachelor,retail,suburban,high,112400.0,2025-10-07
1011,0,45-54,high_school,retail,suburban,high,112400.0,2025-10-08
1012,1,18-24,bachelor,health,suburban,high,42400.0,2025-10-09
1013,0,25-34,bachelor,retail,rural,low,79915.38461538461,2025-10-10
1014,1,35-44,phd,tech,urban,medium,112400.0,2025-10-11
1015,1,25-34,diploma,education,urban,high,43000.0,2025-10-12
1016,0,18-24,bachelor,retail,urban,high,74708.33333333333,2025-10-13
1017,0,18-24,master, fintech,rural,high,44500.0,2025-10-14
1018,0,25-34,phd,health,urban,high,107300.0,2025-10-15
1019,0,25-34,diploma, fintech,urban,low,110800.0,2025-10-16
1020,1,25-34,master,finance,urban,medium,70000.0,2025-10-17
1021,1,25-34,bachelor,health,urban,medium,112400.0,2025-10-18
1022,1,55-65,master,education,rural,high,109400.0,2025-10-19
1023,1,25-34,high_school,finance,urban,medium,112400.0,2025-10-20
1024,1,45-54,bachelor,retail,urban,low,90400.0,2025-10-21
1025,1,25-34,bachelor,retail,urban,high,112400.0,2025-10-22
1026,0,18-24,bachelor,health,urban,low,112400.0,2025-10-23
1027,0,35-44,phd,retail,rural,high,40700.0,2025-10-24
1028,0,25-34,master,health,urban,medium,40700.0,2025-10-25
1029,0,45-54,master,health,suburban,low,81216.66666666667,2025-10-26
1030,1,55-65,bachelor,retail,urban,high,46400.0,2025-10-27
1031,0,55-65,diploma,health,suburban,high,59800.0,2025-10-28
1032,0,45-54,phd,finance,rural,high,73450.0,2025-10-29
1033,0,45-54,diploma,retail,urban,low,58600.0,2025-10-30
1034,0,35-44,bachelor,finance,urban,high,112400.0,2025-10-31
1035,0,45-54,phd,tech,urban,high,58300.0,2025-11-01
1036,1,55-65,phd,retail,urban,medium,112400.0,2025-11-02
1037,1,35-44,phd,retail,urban,high,85500.0,2025-11-03
1038,0,45-54,master,health,urban,low,112400.0,2025-11-04
1039,1,25-34,high_school,retail,urban,medium,112400.0,2025-11-05
1040,1,45-54,high_school,health,suburban,medium,40700.0,2025-11-06
1041,1,18-24,high_school,retail,urban,high,55500.0,2025-11-07
1042,1,55-65,bachelor,retail,urban,low,105500.0,2025-11-08
1043,1,35-44,phd,retail,urban,high,78222.78481012658,2025-11-09
1044,0,45-54,bachelor,retail,urban,low,74708.33333333333,2025-11-10
1045,1,25-34,high_school,health,suburban,high,112400.0,2025-11-11
1046,1,18-24,diploma,retail,urban,medium,40700.0,2025-11-12
1047,1,18-24,master,tech,urban,high,105800.0,2025-11-13
1048,0,45-54,high_school,health,urban,low,63900.0,2025-11-14
1049,1,25-34,master,retail,urban,low,78984.21052631579,2025-11-15
1050,1,25-34,bachelor,tech,urban,medium,40700.0,2025-11-16
1051,0,55-65,master,health,urban,low,72056.45161290323,2025-11-17
1052,0,25-34,bachelor,tech,urban,high,103700.0,2025-11-18
1053,1,18-24,phd,retail,urban,high,89400.0,2025-11-19
1054,0,55-65,master,health,urban,low,102000.0,2025-11-20
1055,0,18-24,high_school,retail,urban,medium,40700.0,2025-11-21
1056,1,35-44,diploma,tech,rural,low,40700.0,2025-11-22
1057,0,35-44,master,retail,urban,high,112400.0,2025-11-23
1058,0,45-54,bachelor, fintech,urban,high,58300.0,2025-11-24
1059,1,18-24,master,health,urban,high,88600.0,2025-11-25
1060,0,18-24,master,retail,urban,medium,78984.21052631579,2025-11-26
1061,0,18-24,master,health,urban,medium,61700.0,2025-11-27
1062,1,25-34,bachelor,retail,urban,low,91000.0,2025-11-28
1063,0,18-24,master,tech ,urban,high,112400.0,2025-11-29
1064,1,55-65,diploma,health,suburban,high,112400.0,2025-11-30
1065,1,35-44,phd,retail,rural,low,40700.0,2025-12-01
1066,1,18-24,bachelor,health,urban,high,40700.0,2025-12-02
1067,0,35-44,diploma,retail,urban,high,112400.0,2025-12-03
1068,1,18-24,bachelor,education,urban,low,53800.0,2025-12-04
1069,0,18-24,bachelor, fintech,suburban,high,40700.0,2025-12-05
1070,1,25-34,high_school,tech,urban,medium,69684.0,2025-12-06
1071,1,18-24,bachelor,retail,urban,medium,40700.0,2025-12-07
1072,1,35-44,high_school,health,rural,low,112400.0,2025-12-08
1073,1,25-34,master,retail,urban,medium,40700.0,2025-12-09
1074,1,18-24,diploma,finance,urban,high,88714.28571428571,2025-12-10
1075,1,45-54,diploma,retail,suburban,medium,60200.0,2025-12-11
1076,1,55-65,bachelor,health,urban,high,62500.0,2025-12-12
1077,0,45-54,master,finance,rural,low,109900.0,2025-12-13
1078,1,18-24,master, fintech,urban,low,40700.0,2025-12-14
1079,0,18-24,master,retail,urban,high,53400.0,2025-12-15
1080,0,25-34,high_school,retail,urban,medium,100600.0,2025-12-16
1081,1,45-54,bachelor,tech ,urban,medium,94600.0,2025-12-17
1082,1,18-24,phd,retail,rural,low,40700.0,2025-12-18
1083,0,25-34,phd,tech,urban,high,80500.0,2025-12-19
1084,0,35-44,diploma,finance,urban,medium,40700.0,2025-12-20
1085,1,18-24,phd,finance,urban,medium,40700.0,2025-12-21
1086,0,18-24,phd,retail,urban,medium,112400.0,2025-12-22
1087,1,35-44,master,health,urban,medium,66100.0,2025-12-23
1088,1,55-65,high_school,tech,urban,low,48500.0,2025-12-24
1089,1,55-65,high_school,health,urban,medium,112400.0,2025-12-25
1090,1,18-24,phd,retail,urban,medium,46700.0,2025-12-26
1091,0,25-34,high_school,tech ,rural,high,40700.0,2025-12-27
1092,0,18-24,master,health,urban,low,40700.0,2025-12-28
1093,0,45-54,master,tech,urban,low,41900.0,2025-12-29
1094,1,25-34,bachelor,tech,rural,high,40700.0,2025-12-30
1095,1,25-34,master,tech ,urban,low,67909.09090909091,2025-12-31
1096,0,45-54,master,retail,suburban,low,40700.0,2026-01-01
1097,1,25-34,high_school,finance,suburban,low,112400.0,2026-01-02
1098,0,25-34,bachelor,tech,suburban,low,67533.33333333333,2026-01-03
1099,0,25-34,bachelor,health,urban,low,112400.0,2026-01-04
1100,1,25-34,phd,finance,rural,low,48400.0,2026-01-05
1101,0,18-24,diploma,retail,urban,high,83500.0,2026-01-06
1102,0,55-65,bachelor,retail,urban,low,98800.0,2026-01-07
1103,1,45-54,master,retail,urban,low,40700.0,2026-01-08
1104,0,25-34,high_school,finance,urban,high,112400.0,2026-01-09
1105,1,18-24,bachelor,tech ,urban,low,76920.51282051283,2026-01-10
1106,1,55-65,phd, fintech,rural,medium,54025.0,2026-01-11
1107,1,25-34,phd,tech,suburban,medium,48400.0,2026-01-12
1108,0,45-54,high_school,retail,urban,medium,96000.0,2026-01-13
1109,1,25-34,master,retail,urban,high,79900.0,2026-01-14
1110,1,25-34,master,finance,urban,high,40700.0,2026-01-15
1111,1,25-34,diploma, fintech,urban,medium,40700.0,2026-01-16
1112,1,25-34,phd,retail,urban,high,59500.0,2026-01-17
1113,1,35-44,high_school,tech ,urban,high,78275.0,2026-01-18
1114,0,25-34,master,retail,urban,low,40700.0,2026-01-19
1115,0,35-44,bachelor,tech,urban,low,40700.0,2026-01-20
1116,0,18-24,diploma,health,rural,medium,57500.0,2026-01-21
1117,1,25-34,bachelor, fintech,urban,medium,40700.0,2026-01-22
1118,1,18-24,phd,health,urban,low,112400.0,2026-01-23
1119,0,18-24,master,tech ,suburban,high,45200.0,2026-01-24
1120,0,25-34,phd,retail,urban,low,93400.0,2026-01-25
1121,0,35-44,diploma,finance,rural,high,112400.0,2026-01-26
1122,1,35-44,high_school,retail,urban,high,47800.0,2026-01-27
1123,0,18-24,high_school, fintech,urban,low,76800.0,2026-01-28
1124,1,18-24,phd,finance,urban,high,63800.0,2026-01-29
1125,1,25-34,master, fintech,urban,high,112400.0,2026-01-30
1126,1,45-54,master,tech,urban,high,75900.0,2026-01-31
1127,0,18-24,bachelor,retail,urban,medium,82600.0,2026-02-01
1128,1,45-54,bachelor,tech,urban,medium,69200.0,2026-02-02
1129,0,25-34,phd,health,urban,high,112400.0,2026-02-03
1130,0,18-24,phd,health,urban,low,112400.0,2026-02-04
1131,0,18-24,diploma,retail,urban,low,112400.0,2026-02-05
1132,0,25-34,high_school,health,urban,medium,80530.0,2026-02-06
1133,0,45-54,high_school,health,urban,high,80530.0,2026-02-07
1134,1,25-34,high_school,retail,rural,high,78100.0,2026-02-08
1135,0,55-65,diploma,health,urban,low,40700.0,2026-02-09
1136,1,25-34,phd,tech ,urban,high,84500.0,2026-02-10
1137,1,25-34,phd,health,urban,high,100900.0,2026-02-11
1138,0,18-24,high_school,health,urban,medium,80530.0,2026-02-12
1139,0,35-44,bachelor,tech ,urban,medium,40700.0,2026-02-13
1140,1,18-24,master, fintech,rural,low,65100.0,2026-02-14
1141,0,25-34,master, fintech,urban,low,112400.0,2026-02-15
1142,1,25-34,master,health,urban,high,112400.0,2026-02-16
1143,0,18-24,bachelor,tech,urban,high,79400.0,2026-02-17
1144,0,35-44,phd,health,urban,medium,83369.76744186046,2026-02-18
1145,1,18-24,bachelor,finance,urban,medium,85774.35897435897,2026-02-19
1146,0,35-44,bachelor,education,urban,low,86900.0,2026-02-20
1147,0,18-24,bachelor,health,urban,low,40700.0,2026-02-21
1148,1,55-65,master,health,rural,medium,79030.0,2026-02-22
1149,1,45-54,master,retail,urban,medium,78984.21052631579,2026-02-23
1150,0,18-24,phd,retail,urban,medium,79200.0,2026-02-24
1151,1,18-24,phd,tech ,urban,low,62700.0,2026-02-25
1152,0,45-54,bachelor,tech,urban,high,112400.0,2026-02-26
1153,1,25-34,bachelor,retail,suburban,high,85446.15384615384,2026-02-27
1154,0,55-65,bachelor,education,urban,low,44000.0,2026-02-28
1155,0,55-65,bachelor,tech ,rural,high,59000.0,2026-03-01
1156,0,18-24,master,tech,urban,low,80400.0,2026-03-02
1157,0,55-65,bachelor,finance,urban,high,106300.0,2026-03-03
1158,1,18-24,bachelor,retail,urban,medium,112400.0,2026-03-04
1159,1,25-34,bachelor,tech,suburban,medium,40700.0,2026-03-05
1160,1,45-54,bachelor,tech ,urban,high,76920.51282051283,2026-03-06
1161,0,55-65,bachelor,retail,urban,high,53200.0,2026-03-07
1162,1,18-24,diploma,retail,urban,high,40700.0,2026-03-08
1163,1,18-24,master,education,urban,high,76500.0,2026-03-09
1164,0,35-44,bachelor, fintech,suburban,medium,65100.0,2026-03-10
1165,0,18-24,master,education,urban,high,107300.0,2026-03-11
1166,0,18-24,phd,tech ,urban,medium,112400.0,2026-03-12
1167,0,35-44,master,health,urban,medium,60800.0,2026-03-13
1168,1,35-44,phd,education,urban,low,73952.17391304347,2026-03-14
1169,1,35-44,master,retail,urban,high,78984.21052631579,2026-03-15
1170,1,25-34,master,retail,urban,high,63800.0,2026-03-16
1171,0,18-24,bachelor,health,suburban,high,112400.0,2026-03-17
1172,1,45-54,diploma,education,urban,high,98600.0,2026-03-18
1173,0,18-24,phd,health,urban,high,99000.0,2026-03-19
1174,1,45-54,bachelor,health,rural,medium,61206.666666666664,2026-03-20
1175,1,25-34,bachelor,tech ,urban,high,69100.0,2026-03-21
1176,1,18-24,bachelor,finance,urban,medium,41300.0,2026-03-22
1177,1,25-34,high_school,health,urban,high,40700.0,2026-03-23
1178,0,55-65,master,health,urban,high,40700.0,2026-03-24
1179,0,55-65,master,health,rural,high,73200.0,2026-03-25
1180,1,45-54,master,tech,urban,high,107100.0,2026-03-26
1181,0,25-34,master,tech,urban,low,40700.0,2026-03-27
1182,0,18-24,phd,tech,urban,low,80500.0,2026-03-28
1183,1,25-34,diploma,health,suburban,high,93800.0,2026-03-29
1184,0,18-24,diploma,retail,urban,medium,112400.0,2026-03-30
1185,1,25-34,master,retail,suburban,low,40700.0,2026-03-31
1186,0,55-65,phd,tech ,urban,high,42700.0,2026-04-01
1187,1,25-34,phd,retail,urban,low,112400.0,2026-04-02
1188,1,45-54,high_school,education,rural,low,112400.0,2026-04-03
1189,0,18-24,bachelor,retail,urban,high,74708.33333333333,2026-04-04
1190,0,25-34,phd, fintech,urban,medium,75478.94736842105,2026-04-05
1191,1,18-24,phd, fintech,urban,low,40700.0,2026-04-06
1192,1,18-24,bachelor,tech,rural,medium,112400.0,2026-04-07
1193,1,55-65,phd,tech,suburban,low,112400.0,2026-04-08
1194,0,18-24,high_school,retail,urban,low,72300.0,2026-04-09
1195,1,25-34,bachelor,retail,urban,high,40700.0,2026-04-10
1196,1,18-24,high_school,retail,urban,high,73565.5172413793,2026-04-11
1197,1,55-65,phd, fintech,urban,medium,40700.0,2026-04-12
1198,1,18-24,bachelor,tech ,urban,high,112400.0,2026-04-13
1199,0,18-24,high_school,education,rural,medium,77800.0,2026-04-14
1200,0,35-44,phd,health,rural,low,43100.0,2026-04-15
1201,1,18-24,phd,retail,urban,medium,78222.78481012658,2026-04-16
1202,1,25-34,master,tech,urban,low,109600.0,2026-04-17
1203,1,18-24,diploma,retail,rural,low,61700.0,2026-04-18
1204,1,35-44,master,retail,urban,medium,78984.21052631579,2026-04-19
1205,1,18-24,master,retail,urban,medium,112400.0,2026-04-20
1206,1,18-24,master,tech,urban,medium,54400.0,2026-04-21
1207,1,35-44,master,retail,urban,low,81000.0,2026-04-22
1208,1,18-24,bachelor,retail,urban,low,78300.0,2026-04-23
1209,1,35-44,high_school,finance,rural,high,112400.0,2026-04-24
1210,0,45-54,diploma,health,suburban,medium,112400.0,2026-04-25
1211,1,35-44,phd,tech,suburban,medium,112400.0,2026-04-26
1212,1,55-65,bachelor,retail,urban,medium,81300.0,2026-04-27
1213,1,25-34,phd,health,urban,medium,83369.76744186046,2026-04-28
1214,1,18-24,phd,retail,urban,high,112400.0,2026-04-29
1215,1,35-44,master,health,rural,high,100000.0,2026-04-30
1216,1,18-24,phd,finance,urban,high,40700.0,2026-05-01
1217,1,55-65,phd,tech ,urban,medium,110600.0,2026-05-02
1218,1,25-34,phd,retail,urban,low,112400.0,2026-05-03
1219,1,55-65,high_school,tech ,urban,high,40700.0,2026-05-04
1220,0,35-44,phd,tech ,rural,high,102500.0,2026-05-05
1221,1,18-24,high_school, fintech,urban,low,112400.0,2026-05-06
1222,0,45-54,master, fintech,urban,high,76375.0,2026-05-07
1223,0,45-54,phd,retail,urban,high,40700.0,2026-05-08
1224,0,18-24,phd,tech ,urban,medium,93000.0,2026-05-09
1225,1,45-54,phd,retail,urban,medium,70500.0,2026-05-10
1226,0,25-34,master,retail,urban,low,40700.0,2026-05-11
1227,0,35-44,bachelor,health,urban,high,52200.0,2026-05-12
1228,0,18-24,high_school,retail,urban,high,40700.0,2026-05-13
1229,1,25-34,bachelor,retail,suburban,low,89400.0,2026-05-14
1230,0,18-24,phd,finance,suburban,low,40700.0,2026-05-15
1231,0,18-24,bachelor,retail,urban,low,112400.0,2026-05-16
1232,0,45-54,bachelor,health,urban,high,112400.0,2026-05-17
1233,1,18-24,high_school,retail,urban,high,54800.0,2026-05-18
1234,1,25-34,bachelor,health,urban,medium,65800.0,2026-05-19
1235,0,45-54,high_school, fintech,suburban,high,55800.0,2026-05-20
1236,1,35-44,master,tech ,urban,low,40700.0,2026-05-21
1237,0,25-34,high_school,retail,urban,high,72500.0,2026-05-22
1238,0,25-34,master,education,urban,low,83918.75,2026-05-23
1239,1,35-44,master, fintech,urban,low,112400.0,2026-05-24
1240,1,18-24,phd,tech ,urban,high,112400.0,2026-05-25
1241,1,18-24,high_school,health,rural,low,105600.0,2026-05-26
1242,0,18-24,bachelor,retail,urban,high,112400.0,2026-05-27
1243,1,18-24,master,retail,urban,medium,52400.0,2026-05-28
1244,1,18-24,diploma, fintech,urban,high,68525.0,2026-05-29
1245,1,18-24,bachelor,retail,rural,high,40700.0,2026-05-30
1246,1,35-44,phd,retail,urban,medium,78000.0,2026-05-31
1247,1,45-54,diploma,education,urban,medium,85400.0,2026-06-01
1248,1,18-24,high_school,education,urban,medium,48000.0,2026-06-02
1249,0,18-24,bachelor,retail,urban,low,58300.0,2026-06-03
1250,1,55-65,bachelor,education,urban,high,64847.619047619046,2026-06-04
1251,0,18-24,master,retail,suburban,low,84861.53846153847,2026-06-05
1252,0,25-34,high_school,health,urban,medium,66100.0,2026-06-06
1253,1,45-54,master,retail,urban,medium,48200.0,2026-06-07
1254,1,45-54,master,tech ,rural,high,90600.0,2026-06-08
1255,0,18-24,master,health,suburban,low,78700.0,2026-06-09
1256,1,18-24,phd,retail,urban,low,87500.0,2026-06-10
1257,0,35-44,phd,retail,urban,medium,78222.78481012658,2026-06-11
1258,1,18-24,high_school,health,urban,low,80530.0,2026-06-12
1259,0,35-44,master,retail,urban,medium,70300.0,2026-06-13
1260,1,18-24,bachelor,retail,suburban,high,112400.0,2026-06-14
1261,1,18-24,high_school,retail,urban,high,112400.0,2026-06-15
1262,1,35-44,diploma,education,urban,high,96500.0,2026-06-16
1263,0,25-34,high_school,finance,urban,high,99400.0,2026-06-17
1264,1,35-44,bachelor,tech ,urban,low,76920.51282051283,2026-06-18
1265,1,18-24,high_school,retail,urban,high,40700.0,2026-06-19
1266,1,18-24,master,retail,urban,medium,56700.0,2026-06-20
1267,1,25-34,master,retail,urban,high,95300.0,2026-06-21
1268,0,45-54,high_school,retail,rural,high,40700.0,2026-06-22
1269,1,18-24,master, fintech,urban,high,58800.0,2026-06-23
1270,1,55-65,high_school,health,urban,high,40700.0,2026-06-24
1271,1,18-24,high_school,retail,urban,high,112400.0,2026-06-25
1272,1,55-65,high_school,tech,urban,medium,69684.0,2026-06-26
1273,1,25-34,bachelor,finance,rural,low,40700.0,2026-06-27
1274,1,55-65,master,health,urban,low,69300.0,2026-06-28
1275,1,25-34,high_school, fintech,urban,low,83093.75,2026-06-29
1276,1,18-24,bachelor,health,urban,medium,82858.97435897436,2026-06-30
1277,1,25-34,bachelor,retail,urban,high,40700.0,2026-07-01
1278,0,25-34,bachelor,health,urban,medium,40700.0,2026-07-02
1279,1,18-24,bachelor,retail,urban,high,74708.33333333333,2026-07-03
1280,0,45-54,diploma,health,urban,high,112400.0,2026-07-04
1281,1,18-24,diploma,retail,urban,high,83920.0,2026-07-05
1282,0,18-24,diploma,health,urban,high,75376.19047619047,2026-07-06
1283,1,25-34,bachelor,education,urban,high,59000.0,2026-07-07
